year,month,res.price,res.sales.adj,com.price,com.sales.adj,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM,DT90,DX32,DT00,DT32,DP01,DP05,DP10,MDPT,VISIB,WDSP,MWSPD,GUST,HTDD,CLDD,LABOR,EMP,UNEMP,UNEMPRATE,PCINCOME,GSP
,,cents/KWHr,GWHr,cents/KWHr,GWHr,mm,mm,mm,mm,,,,,,days,days,days,days,days,days,days,,km,m/s,m/s,m/s,,,,,,%,USD,million USD
1990,1,7.68,9204.26,6.74,5629.84,34.69,0,91.280,0,29.34,6.33,25.16,14.51,19.83,0.00,0,0,0.00,5.00,2.40,1.53,11.27,12.66,2.99,5.59,8.55,223.42,29.99,6382604,6016520,366084,5.70,29590.85,418825
1990,2,7.84,6760.42,6.67,5779.63,35.26,0,68.913,0,29.97,6.77,26.11,14.18,20.15,0.00,0,0,0.13,3.80,1.73,0.67,12.66,13.27,3.77,6.51,9.48,122.38,49.82,6410600,6041547,369053,5.80,29590.85,418825
1990,3,7.79,6375.71,6.65,5727.16,39.91,0,81.813,0,32.27,7.61,27.21,15.39,21.30,1.07,0,0,0.00,4.53,2.27,0.73,12.69,13.91,3.52,6.15,9.17,96.97,49.27,6433214,6061089,372125,5.80,29590.85,418825
1990,4,7.90,6356.13,6.73,5835.49,36.80,0,92.873,0,34.67,14.77,30.73,20.02,25.37,9.60,0,0,0.00,5.07,2.20,1.13,13.68,13.46,3.41,6.05,8.94,51.11,83.56,6449388,6073585,375803,5.80,29590.85,418825
1990,5,7.83,7481.00,6.67,6393.53,48.07,0,154.980,0,35.83,17.53,32.75,22.13,27.42,20.40,0,0,0.00,7.27,4.20,2.27,17.96,13.38,3.33,5.90,8.83,3.64,254.15,6460750,6080536,380214,5.90,29590.85,418825
1990,6,7.71,9534.48,6.6,6922.67,49.66,0,166.173,0,36.31,20.53,33.07,23.01,28.04,22.80,0,0,0.00,9.60,4.27,1.67,20.05,12.90,2.54,5.51,8.98,0.00,344.62,6469062,6083392,385670,6.00,29590.85,418825
1990,7,7.70,10304.87,6.59,7044.78,41.91,0,144.060,0,36.11,20.32,33.59,22.96,28.28,26.40,0,0,0.00,9.33,3.60,1.53,21.16,13.35,2.64,5.73,9.57,0.00,381.77,6477033,6084167,392866,6.10,29590.85,418825
1990,8,7.70,10824.75,6.57,7253.45,38.67,0,109.060,0,35.37,16.21,32.47,21.92,27.20,19.13,0,0,0.00,6.53,2.73,1.20,21.35,12.25,2.13,5.30,9.12,0.00,389.41,6485459,6083808,401651,6.20,29590.85,418825
1990,9,7.69,10527.10,6.61,7037.86,44.94,0,114.627,0,33.31,8.31,29.51,19.15,24.34,5.93,0,0,0.00,6.27,2.67,1.60,19.73,12.81,2.55,5.20,8.32,2.02,336.66,6492799,6081382,411417,6.30,29590.85,418825
1990,10,7.76,9707.97,6.65,6973.15,20.65,0,34.553,0,29.89,7.07,26.11,13.98,20.03,0.07,0,0,0.07,3.13,0.73,0.33,17.09,13.65,3.14,5.63,8.74,41.99,220.38,6497505,6075768,421737,6.50,29590.85,418825
1990,11,7.89,7593.31,6.71,6386.17,18.13,0,35.673,0,28.92,3.45,24.36,12.77,18.57,0.00,0,0,1.27,3.47,0.73,0.20,13.22,13.95,3.00,5.40,8.22,105.94,60.23,6500099,6068300,431799,6.60,29590.85,418825
1990,12,7.96,6913.65,6.82,5926.30,63.03,0,198.067,0,28.91,3.56,22.63,13.00,17.83,0.00,0,0,1.20,8.07,4.07,2.60,12.65,13.26,2.98,5.29,8.40,192.46,40.24,6501640,6060234,441406,6.80,29590.85,418825
1991,1,8.18,7278.99,6.99,5849.44,18.67,0,40.353,0,29.14,-0.36,22.99,11.77,17.37,0.00,0,0,1.27,3.20,1.13,0.33,12.34,12.24,3.06,5.52,8.60,231.14,37.19,6503384,6052024,451360,6.90,29026.15,421103
1991,2,8.24,6929.07,7.15,5495.58,58.51,0,152.020,0,31.42,4.03,25.40,14.25,19.80,0.27,0,0,0.27,6.07,3.33,1.87,9.60,13.67,3.40,5.99,9.17,200.23,18.94,6507630,6045622,462008,7.10,29026.15,421103
1991,3,8.23,6993.21,7.13,5590.15,47.07,0,140.547,0,33.29,10.33,28.64,18.64,23.66,3.00,0,0,0.00,7.33,3.93,2.00,12.36,12.76,3.80,6.65,9.68,127.82,61.45,6513776,6041212,472564,7.30,29026.15,421103
1991,4,7.97,6943.19,6.8,5940.26,65.99,0,195.273,0,33.49,17.99,30.67,21.68,26.18,7.87,0,0,0.00,9.40,4.33,2.67,16.84,13.28,3.32,6.16,9.42,18.51,149.24,6520647,6038949,481698,7.40,29026.15,421103
1991,5,7.85,8529.25,6.71,6556.86,50.33,0,185.673,0,34.81,18.70,31.98,22.15,27.07,17.00,0,0,0.00,10.67,5.13,2.07,19.42,13.43,3.14,5.82,9.18,0.10,276.81,6527666,6038775,488891,7.50,29026.15,421103
1991,6,7.80,9472.98,6.64,6887.48,61.59,0,253.200,0,35.10,21.33,32.71,23.33,28.01,22.60,0,0,0.00,14.67,6.40,2.87,20.62,13.65,2.46,5.34,9.07,0.10,315.60,6534353,6040389,493964,7.60,29026.15,421103
1991,7,7.78,10247.21,6.63,6996.54,41.65,0,157.420,0,35.03,20.82,32.76,23.34,28.05,22.47,0,0,0.00,10.80,4.53,1.67,22.05,13.25,2.22,5.53,9.93,0.00,363.82,6540152,6042600,497552,7.60,29026.15,421103
1991,8,7.72,10831.78,6.58,7282.01,44.12,0,132.073,0,34.81,16.99,31.93,22.10,27.02,15.33,0,0,0.00,7.93,3.13,1.47,22.00,13.68,2.20,5.13,9.12,0.15,371.49,6545644,6044199,501445,7.70,29026.15,421103
1991,9,7.72,10673.87,6.57,7208.96,65.48,0,175.040,0,32.15,10.08,28.55,18.42,23.50,1.87,0,0,0.00,7.60,3.33,2.13,20.62,13.25,2.49,5.11,9.04,2.08,306.44,6552376,6044477,507899,7.80,29026.15,421103
1991,10,7.84,8924.21,6.67,6803.61,17.68,0,40.087,0,29.37,3.71,23.74,12.52,18.13,0.00,0,0,1.73,3.27,1.00,0.33,17.07,13.51,2.96,5.41,8.34,27.64,158.50,6560638,6042830,517808,7.90,29026.15,421103
1991,11,7.98,7412.55,6.73,6362.82,15.81,0,28.287,0,28.97,3.87,23.26,12.28,17.77,0.00,0,0,1.20,2.87,0.60,0.13,10.83,13.34,3.19,5.48,8.42,217.48,44.68,6570531,6040246,530285,8.10,29026.15,421103
1991,12,7.95,7347.36,6.82,5936.32,34.73,0,86.900,0,26.66,0.20,20.34,9.11,14.74,0.00,0,0,3.20,4.67,2.53,1.07,11.42,13.11,2.96,5.32,8.60,226.21,32.95,6581238,6038427,542811,8.20,29026.15,421103
1992,1,7.98,7983.37,6.89,5697.86,33.90,0,91.840,0,28.40,3.73,22.76,12.01,17.37,0.00,0,0,0.80,5.40,2.93,1.27,8.10,12.98,3.17,5.63,8.65,363.54,8.09,6592915,6040288,552627,8.40,29353.76,436843
1992,2,7.87,7816.81,6.82,5486.88,40.15,0,86.400,0,29.41,5.26,24.25,12.51,18.39,0.00,0,0,0.13,4.80,2.00,1.13,11.05,12.68,3.16,5.78,8.90,227.98,21.22,6605662,6047093,558569,8.50,29353.76,436843
1992,3,7.94,6798.93,6.74,5723.70,36.50,0,78.133,0,31.12,6.70,26.02,15.05,20.53,0.20,0,0,0.07,4.53,1.73,0.87,10.85,13.29,3.27,5.87,8.92,168.55,30.84,6620358,6059509,560849,8.50,29353.76,436843
1992,4,7.80,6561.01,6.64,5750.27,24.63,0,49.347,0,33.01,8.80,29.31,17.23,23.27,3.60,0,0,0.00,3.67,1.07,0.47,13.33,13.19,3.40,6.09,9.22,89.90,68.88,6637586,6076331,561255,8.50,29353.76,436843
1992,5,7.79,6914.85,6.58,6092.29,59.93,0,294.327,0,34.54,19.37,31.65,22.31,26.99,14.47,0,0,0.00,14.20,7.40,3.80,15.66,12.95,3.03,5.66,8.32,23.29,153.48,6654303,6093551,560752,8.40,29353.76,436843
1992,6,7.65,8858.12,6.46,6815.19,31.34,0,96.580,0,35.93,21.09,33.46,23.46,28.47,26.67,0,0,0.00,7.53,2.33,1.07,21.22,13.07,2.76,5.92,9.72,0.00,305.60,6667987,6108594,559393,8.40,29353.76,436843
1992,7,7.59,10882.41,6.42,7312.48,50.36,0,203.647,0,34.55,19.97,32.15,22.87,27.50,18.67,0,0,0.00,11.67,5.27,2.33,21.96,12.96,2.44,5.28,9.14,0.00,402.14,6677483,6120884,556599,8.30,29353.76,436843
1992,8,7.58,11152.85,6.39,7273.20,46.11,0,143.233,0,33.71,19.05,31.15,22.44,26.79,11.21,0,0,0.00,9.33,3.73,1.73,21.87,13.78,2.33,5.40,10.10,0.00,331.53,6681621,6130592,551029,8.20,29353.76,436843
1992,9,7.60,10350.30,6.43,7277.53,62.21,0,94.447,0,31.26,11.70,27.68,17.31,22.44,1.20,0,0,0.00,4.07,1.53,0.93,20.52,13.56,2.53,5.20,9.07,0.18,294.67,6680573,6138259,542314,8.10,29353.76,436843
1992,10,7.70,9010.93,6.5,6813.63,57.32,0,154.647,0,30.49,4.71,25.03,16.12,20.57,0.20,0,0,0.33,7.40,3.33,1.80,15.99,12.75,2.97,5.25,8.62,34.72,114.53,6677276,6146106,531170,8.00,29353.76,436843
1992,11,7.94,7376.33,6.62,6469.87,21.99,0,38.947,0,27.37,3.17,22.63,11.73,17.17,0.00,0,0,0.80,2.53,1.00,0.53,14.59,13.50,3.59,6.10,9.30,143.80,95.97,6673964,6154438,519526,7.80,29353.76,436843
1992,12,7.78,7877.75,6.61,6197.11,45.09,0,149.620,0,28.29,4.81,23.17,13.80,18.47,0.00,0,0,0.40,8.80,4.20,1.87,11.61,13.21,2.87,5.17,8.57,242.86,18.82,6673247,6164133,509114,7.60,29353.76,436843
1993,1,7.84,7203.16,6.55,5866.65,32.04,0,81.353,0,26.33,2.33,21.31,9.91,15.60,0.00,0,0,0.87,4.73,2.67,1.00,13.05,12.44,3.11,5.55,8.87,196.27,35.70,6677510,6176868,500642,7.50,29813.70,453350
1993,2,7.85,6830.99,6.69,5417.48,58.00,0,150.880,0,29.67,0.57,23.39,12.20,17.79,0.00,0,0,1.13,7.13,3.67,2.00,8.16,13.44,3.45,6.04,8.96,281.99,7.38,6687096,6192969,494127,7.40,29813.70,453350
1993,3,7.82,7049.62,6.7,5426.20,24.87,0,47.067,0,29.97,6.96,25.70,13.50,19.61,0.00,0,0,0.07,3.40,1.20,0.33,10.50,13.20,3.77,6.58,10.14,211.73,23.67,6702047,6212689,489358,7.30,29813.70,453350
1993,4,8.21,6752.40,6.9,5785.51,31.25,0,58.253,0,32.62,13.22,29.21,18.53,23.87,2.53,0,0,0.00,4.20,1.27,0.47,11.48,14.44,3.71,6.35,9.25,98.24,42.37,6720505,6235280,485225,7.20,29813.70,453350
1993,5,8.23,6714.79,6.89,5985.62,29.33,0,101.420,0,35.41,18.66,32.29,22.15,27.23,16.00,0,0,0.00,7.60,3.00,0.73,16.52,13.93,3.32,5.81,8.59,4.60,169.78,6739632,6258223,481409,7.10,29813.70,453350
1993,6,8.05,8995.98,6.76,6814.11,46.81,0,166.720,0,36.12,20.97,33.58,23.17,28.38,26.53,0,0,0.00,9.27,4.60,2.33,20.03,13.77,2.81,5.64,9.17,0.00,330.22,6756937,6278549,478388,7.10,29813.70,453350
1993,7,7.99,10665.91,6.7,7197.38,39.40,0,134.867,0,36.08,20.64,33.35,23.19,28.27,24.07,0,0,0.00,8.93,3.40,1.47,22.08,13.26,2.29,5.29,9.71,0.00,400.87,6769594,6294044,475550,7.00,29813.70,453350
1993,8,7.98,11594.39,6.69,7464.79,36.49,0,150.627,0,34.33,16.04,31.94,22.17,27.04,16.93,0,0,0.00,10.20,4.13,1.53,22.03,12.75,2.45,5.30,9.02,0.00,393.43,6778605,6305629,472976,7.00,29813.70,453350
1993,9,8.01,10766.14,6.69,7346.21,63.51,0,170.533,0,32.35,8.04,28.77,18.72,23.75,2.47,0,0,0.13,7.80,4.27,2.27,21.15,14.24,2.50,5.27,9.10,1.36,324.63,6788305,6317326,470979,6.90,29813.70,453350
1993,10,7.92,9343.11,6.54,6914.90,38.29,0,59.613,0,30.05,3.59,25.12,14.43,19.77,0.20,0,0,0.60,3.60,1.07,0.33,18.23,13.51,2.74,5.15,8.65,28.77,172.67,6801657,6331527,470130,6.90,29813.70,453350
1993,11,8.00,7906.44,6.58,6419.97,21.55,0,46.453,0,26.71,0.74,20.89,8.70,14.81,0.00,0,0,2.27,3.73,0.87,0.33,13.85,13.53,3.20,5.39,8.35,151.84,71.52,6819485,6348474,471011,6.90,29813.70,453350
1993,12,7.97,7760.75,6.57,6271.21,36.13,0,134.067,0,26.76,1.55,20.47,9.88,15.17,0.00,0,0,3.20,7.47,4.27,1.67,8.62,14.04,3.06,5.43,9.08,365.31,10.00,6841132,6368181,472951,6.90,29813.70,453350
1994,1,7.93,8208.30,6.65,5462.97,33.58,0,68.000,0,29.26,2.30,23.85,13.43,18.63,0.00,0,0,1.27,4.07,1.87,0.87,9.51,13.13,3.57,6.12,9.42,352.61,15.87,6863153,6388699,474454,6.90,30084.41,475562
1994,2,7.91,7206.29,6.6,5421.27,46.61,0,86.240,0,31.63,5.04,25.66,13.76,19.72,0.87,0,0,0.27,3.67,1.93,1.00,12.66,13.01,3.35,5.80,8.85,175.75,37.25,6881455,6407639,473816,6.90,30084.41,475562
1994,3,7.95,6625.86,6.5,5728.71,41.24,0,89.460,0,31.75,8.82,28.21,17.70,22.97,0.93,0,0,0.00,5.07,2.07,0.87,12.72,13.34,3.63,6.23,9.22,135.52,59.29,6894523,6423996,470527,6.80,30084.41,475562
1994,4,7.85,7230.15,6.29,6358.72,45.23,0,87.707,0,33.73,13.15,30.35,19.33,24.84,7.33,0,0,0.00,4.40,2.07,1.13,16.64,13.76,3.28,5.84,8.76,32.24,134.47,6903675,6438663,465012,6.70,30084.41,475562
1994,5,7.72,8155.62,6.5,6183.35,58.47,0,240.133,0,35.04,20.15,32.01,22.71,27.37,16.87,0,0,0.00,13.00,5.93,3.20,18.01,12.90,2.88,5.43,8.98,5.22,224.84,6912763,6454530,458233,6.60,30084.41,475562
1994,6,7.71,9353.87,6.25,6868.70,45.81,0,188.813,0,34.27,20.63,31.93,22.73,27.33,17.13,0,0,0.00,11.93,5.13,2.13,21.85,13.13,2.63,5.63,10.01,0.01,326.34,6924913,6473763,451150,6.50,30084.41,475562
1994,7,7.64,10546.70,6.17,7124.62,67.39,0,238.093,0,33.88,20.08,31.67,22.54,27.11,14.00,0,0,0.00,12.73,6.07,2.80,21.80,13.48,2.56,5.66,9.79,0.00,334.44,6942049,6497466,444583,6.40,30084.41,475562
1994,8,7.65,10051.69,6.2,6956.11,63.81,0,241.213,0,33.55,18.15,30.57,21.76,26.16,7.53,0,0,0.00,11.07,5.80,3.67,21.84,13.65,2.51,5.44,9.66,0.00,327.37,6963006,6524402,438604,6.30,30084.41,475562
1994,9,7.66,10056.19,6.19,7032.76,66.03,0,164.833,0,31.85,14.89,28.45,19.40,23.93,1.40,0,0,0.00,8.00,3.93,1.93,21.00,13.15,2.58,5.27,9.49,0.27,264.44,6984501,6552483,432018,6.20,30084.41,475562
1994,10,7.79,8784.70,6.33,6750.23,79.47,0,151.100,0,30.07,9.72,26.48,16.95,21.71,0.13,0,0,0.00,4.67,2.47,1.93,18.63,13.39,2.85,5.26,8.80,21.30,169.28,7003158,6579967,423191,6.00,30084.41,475562
1994,11,7.86,7840.15,6.36,6567.51,52.43,0,102.340,0,28.70,5.44,22.57,13.01,17.79,0.00,0,0,0.13,5.67,2.27,0.93,16.11,13.11,3.29,5.66,8.82,64.83,96.72,7017773,6605757,412016,5.90,30084.41,475562
1994,12,7.85,7524.15,6.33,6455.08,33.67,0,81.880,0,26.41,1.85,20.53,8.98,14.76,0.00,0,0,1.87,5.53,2.00,0.93,12.71,12.29,3.04,5.22,8.82,233.97,34.92,7026523,6626354,400169,5.70,30084.41,475562
1995,1,7.80,7321.57,6.38,5585.37,19.73,0,51.560,0,28.41,-1.86,22.01,10.02,16.00,0.00,0,0,2.67,4.40,1.33,0.33,8.97,13.51,3.13,5.64,8.91,353.82,8.75,7029031,6638913,390118,5.60,31020.81,493273
1995,2,7.79,7824.55,6.52,5277.74,51.05,0,105.407,0,30.68,6.96,25.19,14.53,19.87,0.20,0,0,0.07,5.33,2.60,1.13,9.35,13.41,3.40,6.04,9.20,270.63,16.23,7028330,6644667,383663,5.50,31020.81,493273
1995,3,7.86,6444.30,6.47,5519.55,35.03,0,85.320,0,32.34,9.26,27.80,16.54,22.17,2.00,0,0,0.00,4.80,2.33,1.13,13.68,13.30,3.56,6.10,9.09,115.75,43.16,7027083,6645653,381430,5.40,31020.81,493273
1995,4,7.88,6547.67,6.4,5919.21,40.89,0,77.953,0,34.89,14.11,31.64,20.73,26.17,14.40,0,0,0.07,4.33,1.93,0.80,15.82,13.30,3.12,5.60,8.51,46.03,107.97,7026666,6643924,382742,5.40,31020.81,493273
1995,5,7.76,8139.19,6.35,6520.57,79.64,0,256.467,0,35.19,15.61,31.33,21.81,26.58,12.47,0,0,0.13,10.67,6.00,3.33,19.73,13.27,3.06,5.59,8.52,1.48,293.67,7029171,6642854,386317,5.50,31020.81,493273
1995,6,7.71,10046.46,6.23,7099.54,47.99,0,184.871,0,35.96,21.04,32.98,23.28,28.13,23.07,0,0,0.00,11.29,5.29,2.43,20.80,12.86,2.97,5.80,9.24,0.05,295.07,7035310,6644927,390383,5.50,31020.81,493273
1995,7,7.71,10147.89,6.24,7101.13,87.37,0,282.057,0,36.11,21.41,32.46,23.92,28.19,19.79,0,0,0.00,12.14,6.43,3.64,22.30,13.03,2.61,5.76,10.03,0.00,373.74,7044457,6650644,393813,5.60,31020.81,493273
1995,8,7.71,10204.10,6.27,7003.15,48.74,0,177.200,0,34.24,18.09,31.58,22.59,27.09,13.33,0,0,0.07,9.00,4.33,2.33,22.93,11.92,2.95,5.72,9.50,0.00,387.81,7054356,6658547,395809,5.60,31020.81,493273
1995,9,7.72,10445.70,6.22,7311.19,68.23,0,216.367,0,32.62,12.71,29.02,20.33,24.69,3.20,0,0,0.00,10.47,4.93,2.47,21.65,13.39,2.43,5.04,8.72,0.67,311.63,7062597,6666651,395946,5.60,31020.81,493273
1995,10,7.96,9573.54,6.48,6982.60,31.85,0,73.493,0,30.42,4.52,23.99,12.27,18.12,0.07,0,0,0.73,4.00,1.53,0.93,19.03,13.86,3.23,5.73,9.17,22.04,217.44,7068152,6673498,394654,5.60,31020.81,493273
1995,11,8.07,7859.07,6.58,6578.35,24.93,0,51.840,0,27.75,-0.97,20.67,9.83,15.22,0.00,0,0,4.27,3.20,1.13,0.53,11.96,14.45,3.02,5.34,8.34,199.26,55.31,7071140,6679474,391666,5.50,31020.81,493273
1995,12,8.06,7029.62,6.63,6011.63,38.94,0,82.327,0,27.44,-2.34,21.09,8.61,14.85,0.00,0,0,4.00,5.00,2.07,0.67,9.42,13.10,2.94,5.25,8.60,351.01,15.95,7073427,6686077,387350,5.50,31020.81,493273
1996,1,7.87,9210.33,6.62,5732.15,22.39,0,45.407,0,28.69,-3.69,22.14,9.20,15.67,0.00,0.066666667,0,4.00,2.87,1.13,0.47,8.81,13.74,3.38,6.07,9.33,366.57,13.18,7078022,6695448,382574,5.40,31631.57,518640
1996,2,7.92,7888.91,6.73,5572.67,55.92,0,178.420,0,29.41,0.89,22.55,11.07,16.79,0.00,0,0,1.67,7.87,4.27,2.47,9.25,12.95,3.22,5.90,9.21,301.10,12.85,7086636,6708158,378478,5.30,31631.57,518640
1996,3,8.01,7323.55,6.74,5550.27,41.52,0,77.513,0,32.11,6.63,26.33,14.84,20.60,1.07,0,0,0.13,3.67,2.27,1.07,9.85,13.96,3.90,6.84,9.96,274.71,26.86,7099557,6724047,375510,5.30,31631.57,518640
1996,4,7.98,6688.99,6.68,5641.97,42.47,0,104.187,0,34.61,14.37,30.73,20.18,25.46,9.80,0,0,0.00,6.20,2.67,1.00,13.93,14.38,3.30,5.92,8.69,94.56,74.96,7116176,6742779,373397,5.20,31631.57,518640
1996,5,7.94,7308.55,6.57,6269.59,54.81,0,218.740,0,35.00,16.27,31.42,21.72,26.57,11.73,0,0,0.07,12.33,5.73,2.60,18.82,14.35,2.88,5.50,8.67,4.82,246.33,7135463,6763997,371466,5.20,31631.57,518640
1996,6,7.85,9184.68,6.42,6965.26,45.83,0,123.947,0,35.45,20.70,32.81,23.58,28.21,23.00,0,0,0.00,7.27,3.07,1.33,20.75,14.00,2.62,5.64,9.35,0.00,290.67,7156648,6787299,369349,5.20,31631.57,518640
1996,7,7.93,9907.33,6.54,7079.20,45.22,0,181.700,0,33.99,20.37,31.90,22.83,27.37,16.67,0,0,0.00,12.33,5.07,1.87,22.27,13.64,2.87,5.50,9.10,0.00,395.67,7179471,6812355,367116,5.10,31631.57,518640
1996,8,7.94,10838.14,6.51,7372.65,42.84,0,141.713,0,33.91,17.57,31.62,22.09,26.86,14.07,0,0,0.00,9.47,3.93,1.33,21.89,13.82,2.39,5.32,9.34,0.00,332.93,7203002,6837669,365333,5.10,31631.57,518640
1996,9,7.97,10196.09,6.52,7256.37,73.31,0,179.633,0,31.12,9.47,27.85,18.38,23.12,0.40,0,0,0.00,7.40,4.40,2.27,20.99,13.57,2.50,5.17,8.85,0.61,298.16,7224225,6859676,364549,5.00,31631.57,518640
1996,10,8.15,8785.11,6.72,6854.61,18.95,0,32.273,0,30.23,6.31,24.75,14.03,19.37,0.00,0,0,0.07,3.13,0.60,0.33,17.55,14.25,3.19,5.59,8.98,36.66,150.09,7240543,6875770,364773,5.00,31631.57,518640
1996,11,8.25,7280.95,6.78,6443.37,33.61,0,75.647,0,27.63,0.25,22.44,11.02,16.74,0.00,0,0,1.80,4.33,1.93,1.07,13.09,14.84,3.71,6.08,9.21,145.71,57.20,7252081,6886400,365681,5.00,31631.57,518640
1996,12,8.22,6971.02,6.79,6171.91,35.37,0,77.673,0,27.96,-2.29,21.83,10.37,16.13,0.00,0,0,2.93,4.73,1.80,0.67,11.25,14.00,2.84,5.18,8.66,264.11,17.13,7261593,6895186,366407,5.00,31631.57,518640
1997,1,8.16,7831.68,6.81,5769.60,30.76,0,63.713,0,29.42,3.68,24.41,13.73,19.07,0.00,0,0,0.47,4.27,1.40,0.47,10.20,13.91,3.01,5.52,8.96,298.41,14.86,7271995,6905670,366325,5.00,32210.18,540967
1997,2,8.22,7332.20,6.91,5557.73,31.71,0,71.207,0,31.09,9.79,27.32,16.73,22.02,0.20,0,0,0.00,5.07,1.80,0.67,13.61,13.46,3.35,5.81,9.04,166.02,46.33,7285819,6920642,365177,5.00,32210.18,540967
1997,3,8.27,6979.01,6.79,5979.70,59.93,0,145.220,0,31.23,7.41,26.50,15.67,21.09,0.80,0,0,0.00,6.80,3.67,1.73,15.78,13.85,3.30,5.83,8.63,39.86,92.59,7304568,6941888,362680,5.00,32210.18,540967
1997,4,8.28,6854.48,6.79,6011.00,48.31,0,121.160,0,33.37,12.93,29.44,19.28,24.36,4.27,0,0,0.00,5.60,3.13,1.47,13.90,14.14,3.69,6.36,9.24,68.29,76.04,7328044,6968281,359763,4.90,32210.18,540967
1997,5,8.24,7276.72,6.82,6062.11,63.11,0,208.747,0,34.29,17.85,31.04,21.83,26.42,12.73,0,0,0.00,10.87,5.27,2.13,18.04,13.89,2.98,5.52,8.76,7.37,200.19,7352202,6995593,356609,4.90,32210.18,540967
1997,6,8.14,9264.94,6.65,6818.73,49.72,0,199.127,0,35.59,20.55,32.81,23.22,28.01,24.53,0,0,0.00,11.33,5.40,2.40,20.83,14.02,2.86,5.74,9.41,0.92,284.82,7373219,7020298,352921,4.80,32210.18,540967
1997,7,7.92,10520.80,6.48,7067.98,45.10,0,167.867,0,34.84,19.44,32.66,23.15,27.91,23.00,0,0,0.00,10.20,4.40,2.33,22.42,13.83,2.33,5.50,9.54,0.00,373.01,7389856,7041089,348767,4.70,32210.18,540967
1997,8,8.04,10641.44,6.6,7060.89,58.83,0,167.540,0,34.29,18.77,31.69,22.01,26.85,14.13,0,0,0.00,8.93,4.07,1.73,22.05,13.56,2.31,5.17,9.11,0.00,371.32,7402437,7057706,344731,4.70,32210.18,540967
1997,9,8.06,10585.82,6.56,7229.01,41.45,0,100.953,0,32.29,9.14,28.13,18.07,23.10,2.67,0,0,0.00,5.80,2.60,1.27,21.08,13.72,2.53,5.06,8.47,0.00,312.99,7412552,7071342,341210,4.60,32210.18,540967
1997,10,7.88,9575.23,6.33,6986.75,60.31,0,121.107,0,29.11,5.45,23.78,13.44,18.61,0.07,0,0,0.60,4.87,2.73,1.53,16.98,14.04,3.02,5.47,8.57,51.58,164.35,7422039,7083040,338999,4.60,32210.18,540967
1997,11,7.98,7379.34,6.4,6270.95,56.59,0,186.847,0,27.93,2.63,20.56,11.16,15.86,0.07,0,0,2.07,9.00,4.20,2.47,13.25,13.84,2.85,5.17,8.41,180.44,43.82,7431207,7093227,337980,4.50,32210.18,540967
1997,12,7.93,7342.00,6.37,6095.60,51.49,0,119.667,0,27.22,3.07,21.71,11.73,16.72,0.00,0,0,1.67,6.07,2.40,1.27,11.02,13.43,3.02,5.55,8.84,321.80,26.40,7440960,7103528,337432,4.50,32210.18,540967
1998,1,7.89,7678.60,6.4,5688.59,71.75,0,199.333,0,27.65,4.16,21.67,11.27,16.47,0.00,0,0,0.40,8.13,4.73,2.60,11.67,14.06,3.17,5.70,8.97,275.41,21.45,7451486,7114967,336519,4.50,33837.24,567440
1998,2,7.94,6760.79,6.51,5279.15,65.43,0,128.613,0,29.25,2.73,22.77,11.93,17.35,0.00,0,0,1.47,5.07,2.87,1.33,10.80,13.81,3.90,6.88,10.43,256.68,15.91,7462792,7128094,334698,4.50,33837.24,567440
1998,3,7.94,6626.55,6.47,5370.98,18.69,0,30.073,0,30.71,9.19,26.95,16.33,21.63,0.27,0,0,0.00,1.87,0.87,0.33,10.61,14.68,3.76,6.41,9.24,238.60,34.86,7473723,7141713,332010,4.40,33837.24,567440
1998,4,7.98,6615.17,6.55,5729.61,28.91,0,59.180,0,34.88,14.53,31.43,19.96,25.70,13.67,0,0,0.00,3.53,1.40,0.67,14.77,14.14,3.72,6.37,9.14,56.50,93.64,7484364,7155723,328641,4.40,33837.24,567440
1998,5,7.91,7222.64,6.45,6195.51,32.31,0,67.738,0,37.26,20.18,34.72,23.81,29.26,26.00,0,0,0.00,3.75,2.00,0.75,18.89,12.42,2.82,5.57,8.73,0.72,255.32,7496089,7170483,325606,4.30,33837.24,567440
1998,6,7.81,10082.00,6.33,6985.64,53.61,0,205.169,0,36.94,21.92,33.48,24.24,28.84,24.88,0,0,0.00,11.00,5.19,2.44,22.04,13.27,2.96,5.74,9.23,0.00,424.73,7509547,7185740,323807,4.30,33837.24,567440
1998,7,7.81,11005.88,6.28,7333.15,44.08,0,164.906,0,35.39,21.56,33.04,24.01,28.52,23.81,0,0,0.00,10.25,4.13,2.19,23.06,13.01,2.51,5.66,9.56,0.00,412.47,7524288,7201435,322853,4.30,33837.24,567440
1998,8,7.83,10735.41,6.29,7216.79,95.39,0,307.981,0,34.29,20.24,30.81,23.61,27.20,9.69,0,0,0.00,12.56,6.50,3.75,22.85,13.92,2.39,5.30,9.24,0.00,386.59,7540531,7219059,321472,4.30,33837.24,567440
1998,9,7.85,10436.90,6.3,7124.83,24.13,0,52.563,0,32.81,13.51,29.51,19.99,24.75,4.19,0,0,0.00,3.69,1.19,0.69,22.44,13.59,3.23,6.07,10.14,0.04,306.55,7558225,7238895,319330,4.20,33837.24,567440
